Monthly_Income,Current_EMIs,Employment_Type,Credit_Score,Loan_Amount,Tenure_Years,Age,Bank_Interest_Rate,Processing_Fee_Percentage,Minimum_Tenure_Allowed,Maximum_Tenure_Allowed,Loan_Status
97131,3529,Self-Employed,717,3958850,4,34,12.53,1.35,1,20,0
177178,69526,Salaried,731,385534,13,53,13.35,0.58,3,16,0
75665,4523,Self-Employed,764,4902261,11,49,10.22,0.89,1,16,0
92790,2524,Salaried,622,3930835,4,56,17.66,0.79,3,23,0
32451,744,Salaried,800,2053639,11,30,14.0,1.58,2,24,0
67266,14235,Self-Employed,643,637606,12,51,13.46,1.03,1,14,0
117589,41834,Salaried,623,1714701,7,26,8.58,1.23,3,23,1
70845,11419,Self-Employed,772,4675830,10,21,13.11,1.68,2,22,1
109845,18232,Self-Employed,659,1941053,13,27,16.46,1.09,2,29,1
103999,9584,Salaried,698,2168907,13,47,10.59,1.11,3,27,0
177433,60709,Salaried,695,3487731,10,41,11.84,2.58,3,10,0
133019,35076,Self-Employed,727,4314959,9,48,8.7,1.87,1,22,0
55407,12090,Salaried,673,1937664,5,36,17.78,2.64,3,29,0
25621,6517,Student,674,2699176,12,43,9.13,1.79,3,16,0
196328,55898,Self-Employed,658,2483046,12,40,17.03,2.77,2,15,1
67500,11961,Salaried,776,1360077,12,58,11.47,1.14,3,18,0
185274,25826,Salaried,652,3338344,4,45,14.08,2.04,3,19,1
33150,5505,Self-Employed,623,4010712,3,48,14.95,1.76,3,12,0
157535,44623,Salaried,636,2380840,9,25,9.84,2.8,2,16,0
55596,15366,Salaried,754,1717032,9,41,12.72,1.55,2,20,0
148435,31173,Student,638,3314187,2,38,11.59,2.64,2,21,0
68805,15371,Self-Employed,639,2539968,7,26,9.04,1.91,2,21,1
126286,47670,Salaried,704,1680451,9,49,16.42,2.27,1,22,0
62567,9515,Self-Employed,741,3375948,3,39,8.93,2.72,2,17,0
116837,23949,Salaried,694,1877982,7,53,14.71,2.99,2,13,0
71965,16306,Student,691,1598614,3,21,11.48,2.33,1,30,0
191344,4025,Salaried,731,2952262,14,23,10.33,1.29,1,29,1
77348,1471,Student,721,2398602,5,41,14.84,1.25,1,10,0
68223,7739,Self-Employed,683,1470972,10,55,13.96,1.27,3,15,0
71413,11158,Student,701,3667783,13,23,11.49,0.74,2,11,0
141160,3447,Self-Employed,735,3986617,11,45,13.37,0.63,3,23,1
156987,48455,Salaried,653,4242068,7,58,10.84,1.95,1,27,0
196154,13681,Self-Employed,715,4602278,10,40,16.71,2.53,1,19,0
112758,15017,Salaried,729,3590868,9,54,11.48,0.59,1,30,0
51210,17591,Salaried,656,1047554,11,41,10.83,1.92,1,10,0
28539,238,Self-Employed,683,850851,11,43,15.64,1.43,3,12,0
105640,41064,Salaried,689,4596710,6,26,8.67,2.73,1,29,1
63576,12709,Salaried,701,508958,7,33,11.05,0.86,2,13,0
136395,20705,Student,749,3021753,12,43,12.07,1.91,2,27,0
112203,12474,Self-Employed,729,1219682,8,29,16.88,2.93,2,17,0
60703,18449,Salaried,671,1453784,10,37,17.53,1.36,3,18,0
64089,24569,Salaried,661,1437139,5,22,15.31,2.35,1,28,0
110505,39245,Salaried,710,2597459,3,39,13.18,2.71,3,11,0
157730,32795,Salaried,764,719770,6,39,14.59,0.97,2,18,1
103823,27881,Salaried,673,962855,13,27,12.43,2.98,1,12,0
84087,7792,Salaried,697,130884,3,40,11.34,2.52,3,11,0
88110,20957,Student,740,4209925,9,29,17.53,0.84,1,16,0
34819,1877,Self-Employed,778,4035185,11,37,9.6,1.28,1,26,0
102525,2706,Salaried,613,3777313,10,47,11.79,2.06,3,26,0
44051,10302,Self-Employed,707,3149266,11,22,17.04,2.71,2,18,0
28739,7057,Salaried,663,4609145,7,56,15.37,0.99,3,10,0
141478,28786,Self-Employed,730,1630088,14,39,8.78,2.33,3,10,0
91394,34594,Salaried,763,3095770,10,37,8.72,1.18,2,17,0
128887,39369,Student,722,1525786,1,25,13.41,2.51,3,26,0
127936,29617,Salaried,750,3825555,14,59,13.1,2.21,1,17,0
79314,24234,Salaried,709,4864876,3,38,12.71,1.81,2,28,0
15843,1640,Salaried,631,1803852,5,27,11.37,2.12,3,13,0
141607,54727,Salaried,655,3197332,6,37,17.87,2.69,1,27,0
26594,6506,Salaried,646,4528065,3,59,11.08,1.47,2,22,0
178795,48465,Salaried,737,1605623,12,56,13.16,2.42,3,16,0
174690,19622,Salaried,648,4930753,8,24,12.35,0.9,2,12,0
102181,13057,Salaried,757,3770822,2,58,10.12,2.25,1,23,0
171636,44505,Self-Employed,703,4482705,6,45,10.42,2.38,1,18,0
148034,20407,Self-Employed,754,4562020,2,25,17.22,1.61,2,12,0
198463,5555,Salaried,730,4926292,10,50,16.65,2.48,1,16,0
108022,12552,Student,742,4303480,3,32,10.39,1.89,1,24,0
91092,20598,Self-Employed,671,4600304,4,24,16.82,2.84,2,13,0
22447,812,Salaried,592,1997598,8,44,10.49,0.78,2,14,0
190978,75976,Self-Employed,766,393009,5,49,14.45,0.83,3,18,1
20976,1122,Salaried,729,3706228,1,29,9.27,2.61,3,12,0
106321,41899,Salaried,776,4913840,10,24,16.86,2.61,2,25,0
16096,5264,Salaried,701,830531,14,44,8.99,1.68,1,25,0
121511,31185,Student,730,2991716,11,34,13.77,2.91,1,28,0
123007,6883,Salaried,691,2922037,6,25,15.91,2.2,2,18,0
57604,174,Student,661,4116157,11,38,9.61,2.96,2,29,0
151443,4703,Salaried,736,3409077,6,39,12.34,1.83,2,10,0
85979,9182,Salaried,627,4370612,10,32,8.9,1.0,1,26,0
42565,15961,Salaried,723,4774343,6,38,14.99,1.61,3,21,0
101276,20028,Salaried,782,4795010,4,37,11.42,2.95,3,18,0
110645,19257,Self-Employed,643,960571,4,50,13.81,1.43,1,14,1
149532,26968,Salaried,632,2232241,9,44,17.36,2.89,3,24,1
102257,29100,Salaried,753,1101208,12,31,11.41,2.49,2,22,0
192118,27694,Salaried,657,2311713,5,55,8.96,1.61,2,28,0
180094,67881,Self-Employed,671,3790970,4,43,14.92,1.85,1,12,0
168195,6960,Self-Employed,739,2298054,6,37,15.97,2.02,1,11,1
31625,7086,Student,698,4074150,8,21,17.6,2.16,2,22,0
161647,30563,Salaried,632,4476508,3,35,10.0,0.69,2,16,1
50168,19542,Salaried,725,1440512,14,52,12.23,2.83,1,18,0
95624,7009,Salaried,689,1906728,4,29,16.52,1.99,1,19,0
99756,39081,Self-Employed,695,4286398,9,35,16.17,2.83,2,10,0
168870,27167,Salaried,743,4485429,14,48,14.44,2.08,2,25,0
163943,25143,Salaried,793,734837,2,44,11.06,1.58,3,20,0
118533,21585,Salaried,723,181613,7,55,11.2,1.92,3,17,0
76353,26557,Salaried,739,857550,5,42,9.68,2.57,2,22,0
91479,20480,Salaried,793,3576160,9,47,17.26,1.32,1,25,0
70417,440,Salaried,831,3769641,10,39,10.14,2.89,3,12,0
20036,7958,Salaried,753,2827644,12,32,13.94,1.66,3,22,0
190509,30032,Salaried,797,2407539,14,40,14.05,2.89,2,26,0
42932,6415,Salaried,669,2019598,2,21,12.01,2.7,1,30,0
79042,27154,Student,681,4011556,2,41,11.85,2.42,1,15,0
139429,14399,Salaried,712,4342998,12,21,14.85,1.67,2,19,0
115026,17341,Self-Employed,735,99914,13,30,12.19,1.97,1,18,0
21621,2889,Salaried,640,4931135,10,52,10.92,2.6,2,27,0
197407,27141,Salaried,737,2088980,6,59,12.29,1.86,1,26,0
35005,1138,Self-Employed,662,1102593,6,42,16.17,2.35,2,16,1
197182,28797,Salaried,627,4004941,12,38,17.68,2.48,1,11,0
18871,6435,Salaried,682,3243461,2,52,14.54,1.78,2,20,0
180910,8828,Salaried,762,3391637,11,47,15.93,1.84,2,27,0
129402,31430,Salaried,674,3863494,8,48,13.56,0.99,1,12,0
39192,4101,Student,739,4099626,2,38,14.44,1.11,2,23,0
63948,16032,Salaried,657,3572920,6,59,17.89,2.76,3,29,0
199021,11553,Self-Employed,763,4542976,9,49,12.66,2.6,1,22,0
21170,8128,Salaried,669,569651,2,38,9.13,0.53,2,26,0
128638,11609,Salaried,802,1873880,3,28,17.59,2.67,1,20,0
167603,57599,Self-Employed,653,3155168,12,51,16.03,0.56,1,16,0
104220,25790,Student,621,4530217,13,54,12.28,1.65,2,12,0
193476,60486,Salaried,606,2410490,8,27,17.83,0.67,3,12,0
100401,5615,Salaried,704,4121248,5,56,11.78,2.92,1,11,0
59072,18801,Salaried,777,619066,7,38,12.04,2.93,3,30,0
147322,56161,Self-Employed,696,793818,12,58,14.29,2.03,3,25,0
28894,7911,Self-Employed,731,4308485,1,29,11.11,1.48,2,20,0
115210,2939,Salaried,691,157036,6,29,15.14,1.78,2,23,1
94967,9049,Self-Employed,690,4524498,6,28,9.95,2.41,1,12,0
123909,37980,Self-Employed,616,2709834,6,55,9.53,1.06,2,16,0
127853,42030,Self-Employed,692,2513960,13,38,13.58,1.6,1,17,1
46572,1388,Self-Employed,631,4124823,9,25,13.78,2.34,1,22,0
144666,6914,Self-Employed,653,392423,7,34,9.51,1.49,3,28,0
119617,8801,Salaried,708,2172452,6,48,17.66,0.58,2,20,0
90705,16273,Salaried,710,3795363,7,50,13.95,1.77,2,10,0
17435,734,Salaried,639,3168264,5,24,9.93,2.34,1,28,0
113295,7764,Salaried,674,2858037,8,59,11.46,2.94,3,22,0
94114,24406,Student,672,1790942,11,40,16.1,0.59,2,26,0
121661,14595,Self-Employed,662,4714459,8,45,13.47,1.85,3,18,1
181675,67621,Self-Employed,694,4729409,10,48,10.29,1.62,3,28,0
16455,988,Salaried,735,4041332,13,32,9.48,1.11,1,28,0
66469,24622,Salaried,673,4285120,4,22,12.59,2.09,2,15,0
96454,10446,Salaried,583,2059117,5,34,11.71,0.91,2,16,0
196767,15223,Student,608,4188996,14,42,14.73,1.21,2,14,0
145321,26071,Student,659,2964010,2,51,17.29,2.45,3,17,0
81437,25245,Salaried,714,3272124,7,43,10.85,1.65,2,23,0
35543,9486,Salaried,751,4223060,4,40,16.62,2.98,1,27,0
115886,16742,Salaried,771,1456373,4,58,17.24,1.47,3,30,0
91723,6086,Self-Employed,741,993617,5,24,17.07,1.66,2,29,0
97186,13408,Salaried,721,2119265,5,35,17.54,1.25,3,12,0
60663,17066,Self-Employed,771,2508452,11,44,16.5,1.09,3,17,1
104157,27634,Salaried,667,1359678,12,45,14.14,2.81,3,23,0
148667,21851,Salaried,697,2171536,12,21,12.39,2.37,1,23,0
92277,16665,Salaried,758,1782830,12,27,13.17,1.33,2,16,0
58689,6556,Salaried,696,3251786,2,51,16.79,2.25,2,15,0
67601,13752,Self-Employed,712,653922,3,32,11.36,2.91,3,15,1
105544,21932,Self-Employed,691,4996568,14,25,10.01,0.69,2,21,0
107272,21039,Student,660,2953776,9,58,9.84,1.16,3,24,0
63145,17163,Student,712,2499171,9,32,16.36,1.0,3,28,0
196612,56314,Self-Employed,721,4443030,8,59,15.73,2.67,3,13,0
160432,57044,Self-Employed,697,3900916,6,38,13.23,0.95,1,12,0
184227,22133,Self-Employed,637,2169872,3,22,11.11,1.27,2,22,0
18379,3873,Salaried,704,2949892,10,30,14.94,1.86,3,25,0
169847,36845,Salaried,602,2342776,3,35,8.87,2.05,2,22,0
111791,21787,Self-Employed,669,4414469,7,50,13.9,2.52,1,30,1
129329,17272,Self-Employed,655,4173189,9,37,12.29,1.52,1,19,0
173687,59466,Student,661,4164971,2,24,17.79,1.84,3,22,0
25505,10076,Salaried,654,4221397,12,27,13.32,2.91,1,17,0
179487,19538,Salaried,675,2433890,2,51,13.75,1.24,1,21,1
75438,23936,Salaried,719,4732346,3,59,15.27,1.12,1,17,0
61790,816,Self-Employed,764,371688,1,54,13.1,2.28,1,18,1
169348,55222,Student,682,2865031,12,26,10.63,2.43,1,19,0
196154,76326,Salaried,697,3003503,10,58,13.6,1.54,1,16,0
116454,20742,Salaried,683,1494369,1,54,17.47,1.03,2,12,0
107276,14951,Salaried,709,4262634,11,35,12.39,2.45,1,14,0
75989,13823,Salaried,734,1430324,10,34,14.96,2.18,2,12,1
102951,41051,Self-Employed,606,1541729,12,26,17.79,2.69,3,27,0
25080,4045,Salaried,664,3426381,5,57,16.38,2.61,1,28,0
154565,2344,Self-Employed,708,3541132,3,52,14.76,1.01,1,19,0
40393,13692,Salaried,701,2098974,14,23,15.49,2.58,2,18,0
64941,580,Self-Employed,657,1733728,5,23,17.4,0.94,1,16,1
163716,7047,Salaried,707,3320789,7,42,17.62,2.66,2,10,0
130990,4314,Self-Employed,610,399912,8,42,17.71,2.43,2,19,1
32786,4376,Self-Employed,731,3371158,3,30,14.44,1.92,1,11,0
168265,16791,Self-Employed,705,4262780,7,23,12.15,2.11,3,15,0
122474,45875,Salaried,682,4250630,3,32,9.76,0.76,3,30,0
179814,45678,Salaried,670,754148,1,49,12.16,0.6,3,15,0
127962,14965,Salaried,734,1034384,6,37,17.46,1.33,2,17,0
89860,7539,Salaried,845,4223756,3,27,16.95,2.55,2,27,0
99392,958,Self-Employed,718,4327712,2,33,13.47,1.66,1,16,0
184567,26592,Self-Employed,662,4501291,14,22,13.6,1.06,2,27,0
123798,45813,Salaried,646,376741,1,24,11.43,2.59,3,10,0
20177,7185,Salaried,645,2465557,4,30,12.82,1.07,1,23,0
136975,39802,Student,754,1566772,5,59,15.29,2.54,3,29,0
79652,3128,Student,684,3842923,10,44,12.32,1.63,1,16,0
196568,77641,Self-Employed,668,1286480,3,37,10.29,1.66,3,29,0
20530,3088,Self-Employed,745,2383121,6,26,13.64,1.18,1,16,0
21522,200,Salaried,621,4879016,8,39,10.64,2.75,3,13,0
72630,10870,Salaried,692,4122692,5,25,17.76,0.72,2,14,0
128860,49512,Salaried,749,3557626,9,52,12.21,0.86,3,30,0
102705,35522,Self-Employed,738,2003024,10,30,17.14,2.09,1,10,0
144925,25818,Salaried,753,2351164,11,29,10.64,2.63,3,29,0
139779,36511,Student,745,1334049,4,47,10.3,0.74,2,12,1
146994,36167,Self-Employed,641,1935269,9,33,14.36,2.33,1,22,0
160639,20343,Self-Employed,680,3879514,9,39,15.9,2.36,2,16,1
180120,47578,Self-Employed,643,212795,12,41,13.88,1.95,3,15,0
52622,9066,Self-Employed,810,2230603,14,44,10.68,1.72,1,15,0
98537,37922,Salaried,669,2129189,12,58,8.86,1.3,3,11,0
69617,17756,Salaried,703,3502875,8,24,14.37,1.38,1,25,1
140038,5674,Salaried,692,2659674,6,44,9.74,2.19,2,15,0
143390,26678,Salaried,711,1067137,8,55,11.76,0.66,2,17,0
118845,36673,Student,721,755335,4,23,14.92,1.96,2,30,1
100487,37888,Student,709,3468047,3,24,9.43,1.2,3,20,1
142412,53947,Salaried,708,2704576,11,57,9.71,1.67,1,27,0
191025,75624,Salaried,781,3276040,9,55,9.09,1.9,2,15,0
199421,61241,Student,659,2800363,14,51,17.96,2.71,3,23,0
145370,29808,Student,671,1638294,11,45,12.18,1.95,3,24,0
84120,31088,Salaried,750,2908603,14,33,17.11,1.07,1,20,0
98640,28443,Self-Employed,637,772299,4,24,11.29,0.7,2,24,0
172250,46994,Self-Employed,676,809334,5,34,15.66,2.07,3,22,1
45714,3602,Self-Employed,687,1165391,14,33,10.58,1.86,2,15,0
53419,9966,Salaried,604,1856286,8,47,13.23,2.18,1,13,0
36754,4223,Salaried,708,2403074,13,26,16.33,1.65,2,23,0
28533,10368,Salaried,631,3668424,6,37,16.26,2.56,2,22,0
156586,20617,Salaried,699,309207,11,56,16.05,2.8,3,19,0
15608,768,Salaried,636,4161882,11,55,16.33,0.6,3,21,0
194410,39543,Salaried,738,4869712,7,37,10.51,2.36,1,17,0
72277,11378,Salaried,677,1859711,11,22,13.08,0.59,1,29,0
40702,9942,Self-Employed,703,2031318,8,33,13.11,1.61,1,14,1
160494,55233,Salaried,694,954980,7,22,16.96,1.65,3,11,1
79756,28517,Self-Employed,744,1641248,10,48,11.32,2.24,1,29,0
78182,20598,Salaried,732,4246319,11,46,17.35,1.38,1,21,0
68901,8541,Salaried,642,165196,8,42,12.78,2.55,3,15,0
29294,7775,Salaried,677,3297102,3,23,14.86,1.36,1,24,0
130156,51067,Salaried,626,3938829,9,55,11.05,1.36,3,27,0
35861,95,Salaried,681,1962042,5,32,12.4,1.06,1,27,0
169471,23758,Salaried,648,4133297,7,44,15.24,2.21,3,19,1
113041,11411,Self-Employed,728,3359497,11,25,13.37,0.69,2,16,0
72848,14157,Salaried,673,511736,13,40,17.34,1.41,3,19,1
84344,8680,Self-Employed,734,3612271,3,59,15.5,1.17,3,14,0
40826,6118,Self-Employed,689,2421892,8,59,13.86,1.07,3,25,0
106679,3817,Salaried,725,2136093,6,33,16.92,0.65,1,28,1
116627,40414,Salaried,657,505181,4,32,14.82,0.98,3,12,0
150191,47866,Salaried,790,1868034,2,33,14.65,1.62,3,16,0
181909,41253,Salaried,720,4918324,10,30,10.84,1.76,1,28,1
77402,26067,Self-Employed,782,3336823,9,53,12.25,1.17,2,21,0
71834,16911,Salaried,666,984728,2,36,14.99,2.13,3,19,0
15234,113,Salaried,674,4771730,9,55,16.97,1.34,1,14,0
195634,66,Self-Employed,705,2348064,2,23,11.5,1.42,2,11,0
128841,34656,Salaried,698,1559090,2,25,10.55,2.46,3,12,0
15002,683,Salaried,672,585209,5,46,14.14,1.88,2,23,0
102301,26989,Salaried,735,497495,2,31,9.14,2.88,3,24,0
131979,11084,Self-Employed,631,3657044,14,27,15.29,1.4,3,29,0
21179,904,Salaried,708,4281132,13,30,15.18,2.57,2,22,0
190795,41738,Salaried,657,2181521,4,54,11.87,2.35,2,26,0
63512,3675,Student,766,2671671,6,23,16.98,2.73,2,29,0
199810,63150,Salaried,697,621923,11,28,13.27,2.89,3,13,0
177892,50503,Self-Employed,625,2925208,10,51,14.63,0.52,3,28,0
182039,10090,Salaried,797,3045763,3,31,10.49,0.72,1,24,1
41496,11159,Salaried,700,1706784,4,27,12.46,2.19,1,24,0
112333,13696,Self-Employed,707,4101749,2,22,16.69,1.48,1,18,0
150662,18236,Salaried,658,3182060,9,26,10.52,2.55,3,12,1
196679,25773,Salaried,635,2695931,1,52,12.21,0.53,2,11,0
180944,17328,Self-Employed,633,3073762,7,40,11.52,2.52,1,16,0
69888,774,Self-Employed,622,4305790,6,54,9.94,0.84,3,18,0
107527,3388,Self-Employed,625,1772060,14,36,11.25,1.23,2,14,0
163300,19049,Salaried,660,1311783,6,45,10.71,2.92,1,26,1
142273,50521,Salaried,756,1127373,3,32,17.27,0.63,2,12,1
30410,4566,Self-Employed,601,2068130,6,27,15.54,1.37,2,18,0
97443,25230,Student,657,3411673,6,59,11.5,0.71,1,17,0
199263,36850,Salaried,684,311736,1,37,15.75,2.63,1,18,0
188766,63826,Salaried,762,3047678,10,31,8.71,2.26,3,26,0
195017,74435,Salaried,727,2049100,7,26,13.5,2.5,2,17,0
34939,8484,Salaried,655,1781293,1,43,10.88,1.82,1,30,0
195260,66980,Self-Employed,760,2400378,14,47,9.59,1.39,1,23,0
139700,13268,Salaried,664,4167128,11,26,16.9,0.51,2,25,1
19302,3946,Salaried,783,4701407,8,58,10.39,1.19,2,27,0
198240,37062,Salaried,686,4661119,6,22,16.31,1.79,2,26,1
133886,29219,Salaried,646,1130011,7,42,12.43,2.16,1,16,1
67434,7892,Self-Employed,758,1846695,13,40,8.64,1.07,1,29,1
54907,15479,Salaried,805,4252078,2,45,15.46,0.85,3,24,0
121332,13749,Salaried,670,2859059,8,35,14.17,1.0,2,16,1
104398,39441,Salaried,699,1399725,3,49,11.77,1.39,1,11,0
148286,30973,Salaried,689,3251029,14,28,11.17,0.87,1,11,0
145271,47693,Self-Employed,681,3853542,2,57,9.2,0.89,2,16,0
130455,11575,Salaried,719,3510448,5,53,17.44,0.61,1,28,0
31469,1578,Salaried,717,3412434,4,42,13.19,2.64,2,15,0
43389,15588,Salaried,691,2195123,14,25,9.31,1.05,1,21,0
34235,1397,Student,665,3203713,4,59,16.75,2.55,2,24,0
45119,15364,Salaried,733,3477103,3,38,11.15,1.6,2,22,0
119265,31143,Salaried,754,1952550,7,58,10.43,2.08,1,16,0
155105,34971,Salaried,784,2727375,12,57,11.17,0.69,2,16,0
123205,38434,Salaried,630,323668,6,50,13.86,1.96,3,24,0
179538,55602,Salaried,693,3065881,13,51,9.2,1.22,3,13,0
115508,2228,Self-Employed,665,4144800,3,30,13.08,0.74,2,12,0
78239,5932,Salaried,690,2721429,5,35,17.01,2.77,3,10,0
160312,17841,Self-Employed,710,4365537,4,38,10.29,2.01,1,16,0
199373,69919,Self-Employed,685,4941692,12,43,11.65,1.1,1,18,0
70242,3488,Salaried,657,2620609,3,53,12.26,1.55,2,10,0
134481,11539,Salaried,669,3461570,10,36,14.07,1.39,1,14,0
34553,2864,Salaried,713,2638773,9,58,17.23,2.25,1,24,0
161444,62200,Salaried,699,698802,7,55,12.25,2.02,3,13,0
36947,5124,Self-Employed,797,3878210,7,54,9.16,0.55,1,19,0
174308,53329,Salaried,667,750760,5,48,11.81,0.99,1,11,0
72199,21120,Salaried,655,1203033,5,22,10.31,1.7,3,16,1
65224,20305,Self-Employed,627,99130,14,50,14.69,1.61,2,28,0
84505,1488,Salaried,678,412635,11,33,8.78,1.79,2,15,0
24788,365,Salaried,643,331579,4,36,11.27,2.29,3,24,0
153231,38253,Student,684,3047772,10,25,13.68,2.21,3,29,0
80344,29787,Salaried,750,461266,13,48,11.13,1.43,1,21,0
48899,810,Salaried,705,2918133,7,59,13.73,2.69,1,20,0
193475,52175,Salaried,697,2928667,5,40,9.59,0.66,2,12,0
148076,44729,Self-Employed,789,1926320,7,44,17.46,1.96,2,29,1
179903,66931,Salaried,677,2278276,9,47,11.26,2.87,3,26,0
50554,14675,Self-Employed,553,773321,4,50,17.27,1.87,1,16,0
120315,2627,Salaried,714,2556733,3,47,11.6,1.64,3,27,0
104538,8701,Salaried,742,1657602,12,46,15.93,0.83,2,26,1
171381,27010,Salaried,690,2607723,5,27,10.84,2.53,2,25,0
87404,9125,Salaried,646,2309551,8,58,14.86,1.43,3,11,0
146032,7072,Salaried,693,1115349,1,25,11.58,2.25,1,14,1
125069,9537,Salaried,681,1069601,1,43,13.34,0.99,1,30,0
115541,24780,Salaried,735,2487208,12,48,14.9,0.6,3,22,0
124938,16715,Salaried,752,4605173,8,54,14.09,1.26,2,20,0
167746,39092,Self-Employed,701,2453731,3,35,13.97,1.2,3,10,0
138579,45586,Salaried,613,3205287,11,52,9.12,2.68,3,12,0
112757,32156,Salaried,606,58735,9,46,10.87,2.66,1,27,0
88742,26042,Salaried,602,4188342,4,51,13.93,1.83,2,30,0
143599,35042,Salaried,802,2983339,12,39,8.67,0.55,2,13,1
61329,21753,Salaried,680,1107299,7,29,10.88,1.07,1,18,0
77058,3676,Self-Employed,745,4377642,9,49,10.68,2.1,2,20,1
114622,2552,Salaried,730,1858960,2,59,10.87,0.75,2,26,0
102359,2526,Self-Employed,683,1656353,13,24,13.59,2.25,1,20,0
112493,1345,Salaried,754,1267229,8,23,14.03,0.53,2,12,1
55077,10891,Salaried,768,4274121,12,49,17.14,2.21,2,28,0
195188,15538,Self-Employed,725,1378683,11,31,12.17,2.61,3,29,0
111527,18401,Self-Employed,721,3472373,10,53,17.3,1.67,2,30,0
62948,12838,Self-Employed,713,3829945,10,58,14.69,2.57,3,20,0
152282,51716,Self-Employed,709,1820059,4,31,17.17,2.45,3,23,0
51426,15845,Salaried,665,2228836,10,47,16.42,2.18,3,15,0
136742,29351,Salaried,727,463824,8,53,15.03,1.61,1,28,0
82644,15476,Salaried,745,1073572,10,41,11.88,1.18,1,30,0
57836,14411,Salaried,740,1960057,10,59,10.79,2.65,2,24,0
149151,59098,Self-Employed,734,4361564,10,51,10.61,2.12,3,20,0
155238,60631,Student,702,3015577,6,58,17.55,2.5,2,27,0
158271,17280,Self-Employed,698,870022,9,22,17.61,1.88,2,13,0
17139,3849,Salaried,762,1343222,10,47,15.39,0.93,2,28,0
69241,20263,Student,744,3212767,7,56,16.9,2.95,2,12,0
51783,16584,Self-Employed,702,3895111,4,31,17.23,0.96,2,21,0
175925,44373,Self-Employed,695,4595464,13,38,13.36,2.78,3,13,0
126606,50342,Salaried,653,4795187,9,21,14.48,1.02,3,21,0
60432,6043,Self-Employed,662,4860138,12,55,12.48,1.43,3,10,0
49845,16979,Salaried,733,3743364,12,55,12.48,1.6,3,25,0
72669,4972,Salaried,647,4162816,12,51,8.87,2.8,1,30,0
164944,45649,Salaried,752,2235143,6,48,12.62,2.72,3,11,1
194353,69014,Self-Employed,657,4369555,6,59,14.9,2.56,3,12,0
119065,13149,Salaried,689,3295982,8,21,12.51,1.44,3,25,0
167958,4671,Salaried,764,845785,2,45,16.79,0.51,1,19,1
97717,10008,Salaried,666,217098,14,58,11.66,2.2,2,18,0
50567,1149,Self-Employed,754,4492722,7,40,9.76,1.53,1,23,0
98610,6328,Salaried,677,3562228,3,23,16.21,2.39,3,17,0
29275,10414,Salaried,615,3745380,2,22,14.9,2.49,3,11,0
87906,19490,Salaried,749,2037382,13,38,10.8,1.6,1,20,0
58189,4303,Self-Employed,650,3781833,11,30,13.6,2.37,2,11,0
149536,23364,Salaried,732,2988475,1,25,12.32,2.6,1,24,0
64431,6215,Salaried,669,1399790,6,29,17.42,2.82,1,27,1
26902,9049,Student,634,483756,14,22,14.27,1.96,3,14,0
184726,26432,Self-Employed,712,1569959,9,54,10.0,2.45,1,16,0
137510,34323,Salaried,675,3421352,13,58,13.27,1.74,1,28,0
53461,14235,Self-Employed,647,107969,3,51,16.69,0.6,1,28,0
153801,44684,Self-Employed,748,4091249,8,30,14.88,0.89,1,25,0
152368,14026,Self-Employed,708,1812457,11,32,16.5,0.82,1,28,1
100059,10371,Self-Employed,723,2669656,10,56,10.88,0.93,1,26,0
84159,21378,Salaried,701,683151,14,41,16.94,0.53,3,22,1
143390,42732,Salaried,746,2322454,9,26,15.68,2.65,3,17,1
187538,62423,Salaried,651,2616866,4,23,15.42,1.9,3,20,1
97540,38958,Self-Employed,702,1064649,14,30,11.79,1.46,3,27,1
185553,22458,Self-Employed,665,2700337,5,25,16.93,1.52,1,20,0
144677,33795,Salaried,709,895502,1,46,14.56,1.66,1,18,1
191499,7800,Salaried,707,4032069,13,41,16.59,0.68,1,23,0
99753,35829,Salaried,707,4308871,5,46,11.93,1.19,1,11,1
100163,7657,Student,674,979764,1,58,9.88,2.63,3,26,0
44081,14058,Salaried,602,1242034,9,46,11.66,2.36,3,30,0
56150,18117,Self-Employed,762,3059921,2,28,12.83,1.91,1,25,0
126830,34932,Salaried,631,3529846,1,25,13.57,1.7,1,14,0
59851,5842,Self-Employed,735,4280982,14,35,13.35,1.15,1,10,0
43701,11632,Self-Employed,711,2129029,13,36,13.69,1.68,1,18,0
74557,26091,Self-Employed,669,3114848,14,21,16.5,1.99,2,12,0
69887,11210,Self-Employed,611,3176215,2,36,10.12,2.28,2,23,0
44856,14222,Salaried,693,203312,14,57,11.5,0.92,2,27,0
150080,15954,Self-Employed,629,3594137,7,23,16.94,2.53,2,21,0
39305,10611,Student,749,1138769,9,51,13.82,1.36,1,23,0
181614,33243,Salaried,746,2289155,8,33,14.04,1.76,1,25,0
72040,26473,Salaried,685,4356133,5,36,13.04,2.02,1,14,0
20000,5180,Student,626,1152336,6,41,13.72,1.72,2,29,0
143557,9792,Salaried,645,595427,12,22,10.38,1.93,2,29,0
180629,28976,Salaried,651,2662303,13,47,13.7,0.78,1,24,0
63142,23126,Salaried,693,3761803,10,58,17.97,1.58,2,18,0
